id,category,description,domain,patentability_score,commercial_potential,keystone_nodes,synergy_connections,execution_layers,phase_deployment,output_type
1412,Human-Robot Interaction,Human-Robot Interaction simulation and optimization using advanced robotics & automation approaches,D11,0.77,0.92,,D12,QStack,3,optimization
1413,Collaborative Robotics,Collaborative Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.76,0.73,,D3;D20,QStack,3,design
1414,Industrial Automation,Industrial Automation simulation and optimization using advanced robotics & automation approaches,D11,0.84,0.77,,D20;D12,QStack,3,prediction
1415,Soft Robotics,Soft Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.94,0.78,,D8;D20,QStack,3,simulation
1416,Robotic Manipulation,Advanced manipulation for sorting tasks using advanced robotics & automation approaches,D11,0.76,0.8,,D8,QStack,3,model
1417,Human-Robot Interaction,Human-Robot Interaction simulation and optimization using advanced robotics & automation approaches,D11,0.81,0.8,,D20,QStack,3,analysis
1418,Collaborative Robotics,Collaborative Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.85,0.84,,D8,QStack,3,optimization
1419,Industrial Automation,Industrial Automation simulation and optimization using advanced robotics & automation approaches,D11,0.82,0.7,,D8;D20,QStack,3,design
1420,Soft Robotics,Soft Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.9,0.73,,D12,QStack,3,prediction
1421,Robotic Manipulation,Advanced manipulation for assembly tasks using advanced robotics & automation approaches,D11,0.74,0.7,,D8;D3,QStack,3,simulation
1422,Human-Robot Interaction,Human-Robot Interaction simulation and optimization using advanced robotics & automation approaches,D11,0.75,0.76,,D3,QStack,3,model
1423,Collaborative Robotics,Collaborative Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.75,0.87,,D8,QStack,3,analysis
1424,Industrial Automation,Industrial Automation simulation and optimization using advanced robotics & automation approaches,D11,0.82,0.8,,D3;D12,QStack,3,optimization
1425,Soft Robotics,Soft Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.94,0.91,,D8;D12,QStack,3,design
1426,Robotic Manipulation,Advanced manipulation for delicate handling tasks using advanced robotics & automation approaches,D11,0.94,0.93,,D20;D3,QStack,4,prediction
1427,Human-Robot Interaction,Human-Robot Interaction simulation and optimization using advanced robotics & automation approaches,D11,0.9,0.88,Robotic control;Human-robot interaction,D8,QStack,4,simulation
1428,Collaborative Robotics,Collaborative Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.76,0.92,,D3;D12,QStack,4,model
1429,Industrial Automation,Industrial Automation simulation and optimization using advanced robotics & automation approaches,D11,0.87,0.83,,D3,QStack,4,analysis
1430,Soft Robotics,Soft Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.79,0.87,,D20,QStack,4,optimization
1431,Robotic Manipulation,Advanced manipulation for sorting tasks using advanced robotics & automation approaches,D11,0.84,0.78,,D12;D3,QStack,4,design
1432,Human-Robot Interaction,Human-Robot Interaction simulation and optimization using advanced robotics & automation approaches,D11,0.83,0.92,,D12;D3,QStack,4,prediction
1433,Collaborative Robotics,Collaborative Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.86,0.7,,D12;D3,QStack,4,simulation
1434,Industrial Automation,Industrial Automation simulation and optimization using advanced robotics & automation approaches,D11,0.75,0.77,,D8,QStack,4,model
1435,Soft Robotics,Soft Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.71,0.86,,D12;D3,QStack,4,analysis
1436,Robotic Manipulation,Advanced manipulation for assembly tasks using advanced robotics & automation approaches,D11,0.81,0.86,,D3,QStack,4,optimization
1437,Human-Robot Interaction,Human-Robot Interaction simulation and optimization using advanced robotics & automation approaches,D11,0.95,0.82,,D3,QStack,4,design
1438,Collaborative Robotics,Collaborative Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.93,0.89,,D20,QStack,4,prediction
1439,Industrial Automation,Industrial Automation simulation and optimization using advanced robotics & automation approaches,D11,0.91,0.75,,D12,QStack,4,simulation
1440,Soft Robotics,Soft Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.77,0.75,,D20,QStack,4,model
1441,Robotic Manipulation,Advanced manipulation for delicate handling tasks using advanced robotics & automation approaches,D11,0.78,0.74,,D8,QStack,4,analysis
1442,Human-Robot Interaction,Human-Robot Interaction simulation and optimization using advanced robotics & automation approaches,D11,0.94,0.89,,D12;D20,QStack,4,optimization
1443,Collaborative Robotics,Collaborative Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.91,0.68,,D3,QStack,4,design
1444,Industrial Automation,Industrial Automation simulation and optimization using advanced robotics & automation approaches,D11,0.88,0.91,,D20,QStack,4,prediction
1445,Soft Robotics,Soft Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.89,0.83,,D20,QStack,4,simulation
1446,Robotic Manipulation,Advanced manipulation for sorting tasks using advanced robotics & automation approaches,D11,0.7,0.76,,D12,QStack,4,model
1447,Human-Robot Interaction,Human-Robot Interaction simulation and optimization using advanced robotics & automation approaches,D11,0.91,0.82,,D8,QStack,4,analysis
1448,Collaborative Robotics,Collaborative Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.87,0.79,,D12,QStack,4,optimization
1449,Industrial Automation,Industrial Automation simulation and optimization using advanced robotics & automation approaches,D11,0.75,0.88,,D12,QStack,4,design
1450,Soft Robotics,Soft Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.78,0.9,,D20;D8,QStack,4,prediction
1451,Robotic Manipulation,Advanced manipulation for assembly tasks using advanced robotics & automation approaches,D11,0.79,0.8,,D8;D3,QStack,4,simulation
1452,Human-Robot Interaction,Human-Robot Interaction simulation and optimization using advanced robotics & automation approaches,D11,0.74,0.71,,D12;D20,QStack,4,model
1453,Collaborative Robotics,Collaborative Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.87,0.89,,D12,QStack,4,analysis
1454,Industrial Automation,Industrial Automation simulation and optimization using advanced robotics & automation approaches,D11,0.93,0.7,,D8;D3,QStack,4,optimization
1455,Soft Robotics,Soft Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.8,0.81,,D3;D12,QStack,4,design
1456,Robotic Manipulation,Advanced manipulation for delicate handling tasks using advanced robotics & automation approaches,D11,0.79,0.92,,D12,QStack,4,prediction
1457,Human-Robot Interaction,Human-Robot Interaction simulation and optimization using advanced robotics & automation approaches,D11,0.85,0.76,,D8,QStack,4,simulation
1458,Collaborative Robotics,Collaborative Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.8,0.83,,D3;D12,QStack,4,model
1459,Industrial Automation,Industrial Automation simulation and optimization using advanced robotics & automation approaches,D11,0.78,0.76,,D8,QStack,4,analysis
1460,Soft Robotics,Soft Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.87,0.83,,D8,QStack,4,optimization
1461,Robotic Manipulation,Advanced manipulation for sorting tasks using advanced robotics & automation approaches,D11,0.82,0.83,,D8;D3,QStack,4,design
1462,Human-Robot Interaction,Human-Robot Interaction simulation and optimization using advanced robotics & automation approaches,D11,0.72,0.85,,D3;D8,QStack,4,prediction
1463,Collaborative Robotics,Collaborative Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.8,0.89,,D20;D12,QStack,4,simulation
1464,Industrial Automation,Industrial Automation simulation and optimization using advanced robotics & automation approaches,D11,0.7,0.84,,D8,QStack,4,model
1465,Soft Robotics,Soft Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.78,0.9,,D12,QStack,4,analysis
1466,Robotic Manipulation,Advanced manipulation for assembly tasks using advanced robotics & automation approaches,D11,0.86,0.71,,D8;D12,QStack,4,optimization
1467,Human-Robot Interaction,Human-Robot Interaction simulation and optimization using advanced robotics & automation approaches,D11,0.83,0.86,,D8,QStack,4,design
1468,Collaborative Robotics,Collaborative Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.78,0.9,,D12;D3,QStack,4,prediction
1469,Industrial Automation,Industrial Automation simulation and optimization using advanced robotics & automation approaches,D11,0.8,0.86,,D3,QStack,4,simulation
1470,Soft Robotics,Soft Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.94,0.7,,D12;D8,QStack,4,model
1471,Robotic Manipulation,Advanced manipulation for delicate handling tasks using advanced robotics & automation approaches,D11,0.77,0.71,,D12;D8,QStack,4,analysis
1472,Human-Robot Interaction,Human-Robot Interaction simulation and optimization using advanced robotics & automation approaches,D11,0.93,0.74,,D12,QStack,4,optimization
1473,Collaborative Robotics,Collaborative Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.95,0.86,,D8,QStack,4,design
1474,Industrial Automation,Industrial Automation simulation and optimization using advanced robotics & automation approaches,D11,0.87,0.76,,D12,QStack,4,prediction
1475,Soft Robotics,Soft Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.89,0.93,,D12;D20,QStack,4,simulation
1476,Robotic Manipulation,Advanced manipulation for sorting tasks using advanced robotics & automation approaches,D11,0.82,0.76,,D3,QStack,4,model
1477,Human-Robot Interaction,Human-Robot Interaction simulation and optimization using advanced robotics & automation approaches,D11,0.75,0.8,,D3,QStack,4,analysis
1478,Collaborative Robotics,Collaborative Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.88,0.76,,D3,QStack,4,optimization
1479,Industrial Automation,Industrial Automation simulation and optimization using advanced robotics & automation approaches,D11,0.82,0.83,,D20;D12,QStack,4,design
1480,Soft Robotics,Soft Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.76,0.79,,D8,QStack,4,prediction
1481,Robotic Manipulation,Advanced manipulation for assembly tasks using advanced robotics & automation approaches,D11,0.92,0.91,,D3,QStack,4,simulation
1482,Human-Robot Interaction,Human-Robot Interaction simulation and optimization using advanced robotics & automation approaches,D11,0.88,0.87,,D8;D12,QStack,4,model
1483,Collaborative Robotics,Collaborative Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.8,0.77,,D8,QStack,4,analysis
1484,Industrial Automation,Industrial Automation simulation and optimization using advanced robotics & automation approaches,D11,0.81,0.7,,D20,QStack,4,optimization
1485,Soft Robotics,Soft Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.78,0.92,,D20,QStack,4,design
1486,Robotic Manipulation,Advanced manipulation for delicate handling tasks using advanced robotics & automation approaches,D11,0.82,0.9,,D20,QStack,4,prediction
1487,Human-Robot Interaction,Human-Robot Interaction simulation and optimization using advanced robotics & automation approaches,D11,0.8,0.75,,D12;D8,QStack,4,simulation
1488,Collaborative Robotics,Collaborative Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.75,0.76,,D8;D20,QStack,4,model
1489,Industrial Automation,Industrial Automation simulation and optimization using advanced robotics & automation approaches,D11,0.72,0.73,,D3,QStack,4,analysis
1490,Soft Robotics,Soft Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.84,0.84,,D20;D8,QStack,4,optimization
1491,Robotic Manipulation,Advanced manipulation for sorting tasks using advanced robotics & automation approaches,D11,0.94,0.92,,D3;D12,QStack,4,design
1492,Human-Robot Interaction,Human-Robot Interaction simulation and optimization using advanced robotics & automation approaches,D11,0.82,0.71,,D8;D20,QStack,4,prediction
1493,Collaborative Robotics,Collaborative Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.87,0.74,,D12,QStack,4,simulation
1494,Industrial Automation,Industrial Automation simulation and optimization using advanced robotics & automation approaches,D11,0.92,0.78,,D20,QStack,4,model
1495,Soft Robotics,Soft Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.94,0.78,,D20;D12,QStack,4,analysis
1496,Robotic Manipulation,Advanced manipulation for assembly tasks using advanced robotics & automation approaches,D11,0.87,0.9,,D8;D20,QStack,4,optimization
1497,Human-Robot Interaction,Human-Robot Interaction simulation and optimization using advanced robotics & automation approaches,D11,0.71,0.87,,D12,QStack,4,design
1498,Collaborative Robotics,Collaborative Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.76,0.93,,D12,QStack,4,prediction
1499,Industrial Automation,Industrial Automation simulation and optimization using advanced robotics & automation approaches,D11,0.92,0.69,,D8,QStack,4,simulation
1500,Soft Robotics,Soft Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.95,0.8,,D8,QStack,4,model
