id,category,description,domain,patentability_score,commercial_potential,keystone_nodes,synergy_connections,execution_layers,phase_deployment,output_type
3399,CFD/FEA Integration,CFD/FEA Integration simulation and optimization using high-fidelity simulation approaches,D15,0.86,0.78,,D1;D6,QuASIM,3,analysis
3400,Surrogate Models,Surrogate Models simulation and optimization using high-fidelity simulation approaches,D15,0.72,0.69,,D6,QuASIM,3,optimization
3401,Multi-Physics Simulation,Coupled simulation of thermal-mechanical interactions using high-fidelity simulation approaches,D15,0.9,0.79,,D6,QuASIM,3,design
3402,Digital Twins,Digital Twins simulation and optimization using high-fidelity simulation approaches,D15,0.93,0.91,,D2,QuASIM,3,prediction
3403,Real-Time Rendering,Real-Time Rendering simulation and optimization using high-fidelity simulation approaches,D15,0.73,0.77,,D2;D6,QuASIM,3,simulation
3404,CFD/FEA Integration,CFD/FEA Integration simulation and optimization using high-fidelity simulation approaches,D15,0.77,0.8,,D6,QuASIM,3,model
3405,Surrogate Models,Surrogate Models simulation and optimization using high-fidelity simulation approaches,D15,0.73,0.9,,D2;D1,QuASIM,3,analysis
3406,Multi-Physics Simulation,Coupled simulation of fluid-structure interactions using high-fidelity simulation approaches,D15,0.87,0.78,,D11,QuASIM,3,optimization
3407,Digital Twins,Digital Twins simulation and optimization using high-fidelity simulation approaches,D15,0.94,0.87,,D2,QuASIM,3,design
3408,Real-Time Rendering,Real-Time Rendering simulation and optimization using high-fidelity simulation approaches,D15,0.77,0.77,,D6;D2,QuASIM,3,prediction
3409,CFD/FEA Integration,CFD/FEA Integration simulation and optimization using high-fidelity simulation approaches,D15,0.84,0.94,,D6,QuASIM,3,simulation
3410,Surrogate Models,Surrogate Models simulation and optimization using high-fidelity simulation approaches,D15,0.88,0.82,,D6,QuASIM,3,model
3411,Multi-Physics Simulation,Coupled simulation of electromagnetic interactions using high-fidelity simulation approaches,D15,0.76,0.71,,D6;D1,QuASIM,3,analysis
3412,Digital Twins,Digital Twins simulation and optimization using high-fidelity simulation approaches,D15,0.93,0.85,,D11,QuASIM,3,optimization
3413,Real-Time Rendering,Real-Time Rendering simulation and optimization using high-fidelity simulation approaches,D15,0.75,0.71,,D6,QuASIM,3,design
3414,CFD/FEA Integration,CFD/FEA Integration simulation and optimization using high-fidelity simulation approaches,D15,0.72,0.74,,D11,QuASIM,3,prediction
3415,Surrogate Models,Surrogate Models simulation and optimization using high-fidelity simulation approaches,D15,0.82,0.73,,D2,QuASIM,3,simulation
3416,Multi-Physics Simulation,Coupled simulation of thermal-mechanical interactions using high-fidelity simulation approaches,D15,0.71,0.91,,D1,QuASIM,3,model
3417,Digital Twins,Digital Twins simulation and optimization using high-fidelity simulation approaches,D15,0.9,0.84,,D2,QuASIM,3,analysis
3418,Real-Time Rendering,Real-Time Rendering simulation and optimization using high-fidelity simulation approaches,D15,0.81,0.84,,D6,QuASIM,3,optimization
3419,CFD/FEA Integration,CFD/FEA Integration simulation and optimization using high-fidelity simulation approaches,D15,0.87,0.75,,D11,QuASIM,3,design
3420,Surrogate Models,Surrogate Models simulation and optimization using high-fidelity simulation approaches,D15,0.74,0.68,,D2,QuASIM,3,prediction
3421,Multi-Physics Simulation,Coupled simulation of fluid-structure interactions using high-fidelity simulation approaches,D15,0.79,0.81,,D1;D6,QuASIM,3,simulation
3422,Digital Twins,Digital Twins simulation and optimization using high-fidelity simulation approaches,D15,0.8,0.8,,D6,QuASIM,3,model
3423,Real-Time Rendering,Real-Time Rendering simulation and optimization using high-fidelity simulation approaches,D15,0.95,0.84,,D11,QuASIM,3,analysis
3424,CFD/FEA Integration,CFD/FEA Integration simulation and optimization using high-fidelity simulation approaches,D15,0.87,0.75,,D6,QuASIM,3,optimization
3425,Surrogate Models,Surrogate Models simulation and optimization using high-fidelity simulation approaches,D15,0.85,0.73,,D1;D6,QuASIM,3,design
3426,Multi-Physics Simulation,Coupled simulation of electromagnetic interactions using high-fidelity simulation approaches,D15,0.85,0.69,,D11;D1,QuASIM,4,prediction
3427,Digital Twins,Digital Twins simulation and optimization using high-fidelity simulation approaches,D15,0.92,0.93,Multi-physics;Digital twins,D2,QuASIM,4,simulation
3428,Real-Time Rendering,Real-Time Rendering simulation and optimization using high-fidelity simulation approaches,D15,0.79,0.72,,D2,QuASIM,4,model
3429,CFD/FEA Integration,CFD/FEA Integration simulation and optimization using high-fidelity simulation approaches,D15,0.87,0.75,,D2,QuASIM,4,analysis
3430,Surrogate Models,Surrogate Models simulation and optimization using high-fidelity simulation approaches,D15,0.71,0.89,,D11,QuASIM,4,optimization
3431,Multi-Physics Simulation,Coupled simulation of thermal-mechanical interactions using high-fidelity simulation approaches,D15,0.88,0.92,,D11,QuASIM,4,design
3432,Digital Twins,Digital Twins simulation and optimization using high-fidelity simulation approaches,D15,0.73,0.71,,D6,QuASIM,4,prediction
3433,Real-Time Rendering,Real-Time Rendering simulation and optimization using high-fidelity simulation approaches,D15,0.93,0.86,,D6,QuASIM,4,simulation
3434,CFD/FEA Integration,CFD/FEA Integration simulation and optimization using high-fidelity simulation approaches,D15,0.89,0.82,,D1,QuASIM,4,model
3435,Surrogate Models,Surrogate Models simulation and optimization using high-fidelity simulation approaches,D15,0.78,0.78,,D6;D11,QuASIM,4,analysis
3436,Multi-Physics Simulation,Coupled simulation of fluid-structure interactions using high-fidelity simulation approaches,D15,0.78,0.89,,D6,QuASIM,4,optimization
3437,Digital Twins,Digital Twins simulation and optimization using high-fidelity simulation approaches,D15,0.74,0.93,,D2;D11,QuASIM,4,design
3438,Real-Time Rendering,Real-Time Rendering simulation and optimization using high-fidelity simulation approaches,D15,0.74,0.92,,D6,QuASIM,4,prediction
3439,CFD/FEA Integration,CFD/FEA Integration simulation and optimization using high-fidelity simulation approaches,D15,0.73,0.7,,D11,QuASIM,4,simulation
3440,Surrogate Models,Surrogate Models simulation and optimization using high-fidelity simulation approaches,D15,0.72,0.85,,D6;D11,QuASIM,4,model
3441,Multi-Physics Simulation,Coupled simulation of electromagnetic interactions using high-fidelity simulation approaches,D15,0.83,0.89,,D2,QuASIM,4,analysis
3442,Digital Twins,Digital Twins simulation and optimization using high-fidelity simulation approaches,D15,0.7,0.9,,D2,QuASIM,4,optimization
3443,Real-Time Rendering,Real-Time Rendering simulation and optimization using high-fidelity simulation approaches,D15,0.93,0.82,,D6,QuASIM,4,design
3444,CFD/FEA Integration,CFD/FEA Integration simulation and optimization using high-fidelity simulation approaches,D15,0.93,0.72,,D11,QuASIM,4,prediction
3445,Surrogate Models,Surrogate Models simulation and optimization using high-fidelity simulation approaches,D15,0.87,0.83,,D6,QuASIM,4,simulation
3446,Multi-Physics Simulation,Coupled simulation of thermal-mechanical interactions using high-fidelity simulation approaches,D15,0.93,0.81,,D11,QuASIM,4,model
3447,Digital Twins,Digital Twins simulation and optimization using high-fidelity simulation approaches,D15,0.79,0.94,,D6,QuASIM,4,analysis
3448,Real-Time Rendering,Real-Time Rendering simulation and optimization using high-fidelity simulation approaches,D15,0.9,0.8,,D2;D1,QuASIM,4,optimization
3449,CFD/FEA Integration,CFD/FEA Integration simulation and optimization using high-fidelity simulation approaches,D15,0.89,0.68,,D11;D6,QuASIM,4,design
3450,Surrogate Models,Surrogate Models simulation and optimization using high-fidelity simulation approaches,D15,0.86,0.72,,D2;D11,QuASIM,4,prediction
3451,Multi-Physics Simulation,Coupled simulation of fluid-structure interactions using high-fidelity simulation approaches,D15,0.85,0.83,,D6,QuASIM,4,simulation
3452,Digital Twins,Digital Twins simulation and optimization using high-fidelity simulation approaches,D15,0.94,0.81,,D1;D11,QuASIM,4,model
3453,Real-Time Rendering,Real-Time Rendering simulation and optimization using high-fidelity simulation approaches,D15,0.8,0.69,,D6;D1,QuASIM,4,analysis
3454,CFD/FEA Integration,CFD/FEA Integration simulation and optimization using high-fidelity simulation approaches,D15,0.79,0.87,,D2,QuASIM,4,optimization
3455,Surrogate Models,Surrogate Models simulation and optimization using high-fidelity simulation approaches,D15,0.77,0.9,,D2;D11,QuASIM,4,design
3456,Multi-Physics Simulation,Coupled simulation of electromagnetic interactions using high-fidelity simulation approaches,D15,0.91,0.75,,D2,QuASIM,4,prediction
3457,Digital Twins,Digital Twins simulation and optimization using high-fidelity simulation approaches,D15,0.79,0.77,,D1;D2,QuASIM,4,simulation
3458,Real-Time Rendering,Real-Time Rendering simulation and optimization using high-fidelity simulation approaches,D15,0.75,0.93,,D6,QuASIM,4,model
3459,CFD/FEA Integration,CFD/FEA Integration simulation and optimization using high-fidelity simulation approaches,D15,0.84,0.92,,D2;D1,QuASIM,4,analysis
3460,Surrogate Models,Surrogate Models simulation and optimization using high-fidelity simulation approaches,D15,0.86,0.86,,D6,QuASIM,4,optimization
3461,Multi-Physics Simulation,Coupled simulation of thermal-mechanical interactions using high-fidelity simulation approaches,D15,0.84,0.84,,D6,QuASIM,4,design
3462,Digital Twins,Digital Twins simulation and optimization using high-fidelity simulation approaches,D15,0.8,0.91,,D2,QuASIM,4,prediction
3463,Real-Time Rendering,Real-Time Rendering simulation and optimization using high-fidelity simulation approaches,D15,0.89,0.71,,D11,QuASIM,4,simulation
3464,CFD/FEA Integration,CFD/FEA Integration simulation and optimization using high-fidelity simulation approaches,D15,0.82,0.71,,D6;D1,QuASIM,4,model
3465,Surrogate Models,Surrogate Models simulation and optimization using high-fidelity simulation approaches,D15,0.9,0.91,,D11,QuASIM,4,analysis
3466,Multi-Physics Simulation,Coupled simulation of fluid-structure interactions using high-fidelity simulation approaches,D15,0.77,0.69,,D2;D6,QuASIM,4,optimization
3467,Digital Twins,Digital Twins simulation and optimization using high-fidelity simulation approaches,D15,0.73,0.81,,D2,QuASIM,4,design
3468,Real-Time Rendering,Real-Time Rendering simulation and optimization using high-fidelity simulation approaches,D15,0.93,0.84,,D6;D1,QuASIM,4,prediction
3469,CFD/FEA Integration,CFD/FEA Integration simulation and optimization using high-fidelity simulation approaches,D15,0.85,0.69,,D1,QuASIM,4,simulation
3470,Surrogate Models,Surrogate Models simulation and optimization using high-fidelity simulation approaches,D15,0.95,0.86,,D1;D6,QuASIM,4,model
3471,Multi-Physics Simulation,Coupled simulation of electromagnetic interactions using high-fidelity simulation approaches,D15,0.87,0.89,,D6;D1,QuASIM,4,analysis
3472,Digital Twins,Digital Twins simulation and optimization using high-fidelity simulation approaches,D15,0.89,0.89,,D1,QuASIM,4,optimization
3473,Real-Time Rendering,Real-Time Rendering simulation and optimization using high-fidelity simulation approaches,D15,0.82,0.93,,D2,QuASIM,4,design
3474,CFD/FEA Integration,CFD/FEA Integration simulation and optimization using high-fidelity simulation approaches,D15,0.72,0.74,,D6,QuASIM,4,prediction
3475,Surrogate Models,Surrogate Models simulation and optimization using high-fidelity simulation approaches,D15,0.81,0.83,,D6;D2,QuASIM,4,simulation
3476,Multi-Physics Simulation,Coupled simulation of thermal-mechanical interactions using high-fidelity simulation approaches,D15,0.87,0.72,,D11,QuASIM,4,model
3477,Digital Twins,Digital Twins simulation and optimization using high-fidelity simulation approaches,D15,0.8,0.79,,D1,QuASIM,4,analysis
3478,Real-Time Rendering,Real-Time Rendering simulation and optimization using high-fidelity simulation approaches,D15,0.91,0.77,,D6,QuASIM,4,optimization
3479,CFD/FEA Integration,CFD/FEA Integration simulation and optimization using high-fidelity simulation approaches,D15,0.76,0.9,,D2,QuASIM,4,design
3480,Surrogate Models,Surrogate Models simulation and optimization using high-fidelity simulation approaches,D15,0.79,0.71,,D11;D2,QuASIM,4,prediction
3481,Multi-Physics Simulation,Coupled simulation of fluid-structure interactions using high-fidelity simulation approaches,D15,0.83,0.9,,D1,QuASIM,4,simulation
3482,Digital Twins,Digital Twins simulation and optimization using high-fidelity simulation approaches,D15,0.85,0.86,,D2,QuASIM,4,model
3483,Real-Time Rendering,Real-Time Rendering simulation and optimization using high-fidelity simulation approaches,D15,0.84,0.81,,D2,QuASIM,4,analysis
3484,CFD/FEA Integration,CFD/FEA Integration simulation and optimization using high-fidelity simulation approaches,D15,0.84,0.86,,D6;D2,QuASIM,4,optimization
3485,Surrogate Models,Surrogate Models simulation and optimization using high-fidelity simulation approaches,D15,0.8,0.79,,D11,QuASIM,4,design
3486,Multi-Physics Simulation,Coupled simulation of electromagnetic interactions using high-fidelity simulation approaches,D15,0.87,0.87,,D1;D2,QuASIM,4,prediction
3487,Digital Twins,Digital Twins simulation and optimization using high-fidelity simulation approaches,D15,0.94,0.83,,D2;D11,QuASIM,4,simulation
3488,Real-Time Rendering,Real-Time Rendering simulation and optimization using high-fidelity simulation approaches,D15,0.87,0.7,,D6;D2,QuASIM,4,model
3489,CFD/FEA Integration,CFD/FEA Integration simulation and optimization using high-fidelity simulation approaches,D15,0.82,0.72,,D11;D2,QuASIM,4,analysis
3490,Surrogate Models,Surrogate Models simulation and optimization using high-fidelity simulation approaches,D15,0.9,0.72,,D11,QuASIM,4,optimization
3491,Multi-Physics Simulation,Coupled simulation of thermal-mechanical interactions using high-fidelity simulation approaches,D15,0.87,0.83,,D2,QuASIM,4,design
3492,Digital Twins,Digital Twins simulation and optimization using high-fidelity simulation approaches,D15,0.81,0.77,,D1,QuASIM,4,prediction
3493,Real-Time Rendering,Real-Time Rendering simulation and optimization using high-fidelity simulation approaches,D15,0.7,0.92,,D1,QuASIM,4,simulation
3494,CFD/FEA Integration,CFD/FEA Integration simulation and optimization using high-fidelity simulation approaches,D15,0.88,0.85,,D1,QuASIM,4,model
3495,Surrogate Models,Surrogate Models simulation and optimization using high-fidelity simulation approaches,D15,0.84,0.89,,D2,QuASIM,4,analysis
3496,Multi-Physics Simulation,Coupled simulation of fluid-structure interactions using high-fidelity simulation approaches,D15,0.94,0.71,,D11;D1,QuASIM,4,optimization
3497,Digital Twins,Digital Twins simulation and optimization using high-fidelity simulation approaches,D15,0.92,0.68,,D6,QuASIM,4,design
3498,Real-Time Rendering,Real-Time Rendering simulation and optimization using high-fidelity simulation approaches,D15,0.89,0.88,,D1,QuASIM,4,prediction
3499,CFD/FEA Integration,CFD/FEA Integration simulation and optimization using high-fidelity simulation approaches,D15,0.9,0.94,,D6,QuASIM,4,simulation
3500,Surrogate Models,Surrogate Models simulation and optimization using high-fidelity simulation approaches,D15,0.8,0.85,,D11,QuASIM,4,model
