id,category,description,domain,patentability_score,commercial_potential,keystone_nodes,synergy_connections,execution_layers,phase_deployment,output_type
1933,Network Protocols,Network Protocols simulation and optimization using iot & sensor networks approaches,D12,0.82,0.89,,D8,QNimbus,4,simulation
1934,IoT Security,IoT Security simulation and optimization using iot & sensor networks approaches,D12,0.81,0.88,,D16;D3,QNimbus,4,model
1935,Smart Devices,Smart Devices simulation and optimization using iot & sensor networks approaches,D12,0.89,0.8,,D16;D3,QNimbus,4,analysis
1936,Sensor Fusion,Multi-sensor fusion for localization applications using iot & sensor networks approaches,D12,0.91,0.79,,D16;D8,QNimbus,4,optimization
1937,Edge Computing,Edge Computing simulation and optimization using iot & sensor networks approaches,D12,0.79,0.82,,D20,QNimbus,4,design
1938,Network Protocols,Network Protocols simulation and optimization using iot & sensor networks approaches,D12,0.89,0.83,,D8,QNimbus,4,prediction
1939,IoT Security,IoT Security simulation and optimization using iot & sensor networks approaches,D12,0.88,0.82,,D8,QNimbus,4,simulation
1940,Smart Devices,Smart Devices simulation and optimization using iot & sensor networks approaches,D12,0.91,0.92,,D20,QNimbus,4,model
1941,Sensor Fusion,Multi-sensor fusion for recognition applications using iot & sensor networks approaches,D12,0.75,0.86,,D3;D16,QNimbus,4,analysis
1942,Edge Computing,Edge Computing simulation and optimization using iot & sensor networks approaches,D12,0.76,0.91,,D20;D16,QNimbus,4,optimization
1943,Network Protocols,Network Protocols simulation and optimization using iot & sensor networks approaches,D12,0.92,0.81,,D3,QNimbus,4,design
1944,IoT Security,IoT Security simulation and optimization using iot & sensor networks approaches,D12,0.75,0.72,,D8,QNimbus,4,prediction
1945,Smart Devices,Smart Devices simulation and optimization using iot & sensor networks approaches,D12,0.92,0.84,,D16;D20,QNimbus,4,simulation
1946,Sensor Fusion,Multi-sensor fusion for tracking applications using iot & sensor networks approaches,D12,0.88,0.81,,D16,QNimbus,4,model
1947,Edge Computing,Edge Computing simulation and optimization using iot & sensor networks approaches,D12,0.83,0.83,,D8,QNimbus,4,analysis
1948,Network Protocols,Network Protocols simulation and optimization using iot & sensor networks approaches,D12,0.71,0.74,,D8;D3,QNimbus,4,optimization
1949,IoT Security,IoT Security simulation and optimization using iot & sensor networks approaches,D12,0.82,0.78,,D16;D3,QNimbus,4,design
1950,Smart Devices,Smart Devices simulation and optimization using iot & sensor networks approaches,D12,0.89,0.72,,D3,QNimbus,4,prediction
1951,Sensor Fusion,Multi-sensor fusion for localization applications using iot & sensor networks approaches,D12,0.87,0.87,,D8,QNimbus,4,simulation
1952,Edge Computing,Edge Computing simulation and optimization using iot & sensor networks approaches,D12,0.83,0.74,,D20;D8,QNimbus,4,model
1953,Network Protocols,Network Protocols simulation and optimization using iot & sensor networks approaches,D12,0.93,0.75,,D20,QNimbus,4,analysis
1954,IoT Security,IoT Security simulation and optimization using iot & sensor networks approaches,D12,0.71,0.85,,D16,QNimbus,4,optimization
1955,Smart Devices,Smart Devices simulation and optimization using iot & sensor networks approaches,D12,0.88,0.81,,D20,QNimbus,4,design
1956,Sensor Fusion,Multi-sensor fusion for recognition applications using iot & sensor networks approaches,D12,0.85,0.88,,D3,QNimbus,4,prediction
1957,Edge Computing,Edge Computing simulation and optimization using iot & sensor networks approaches,D12,0.89,0.89,,D8;D16,QNimbus,4,simulation
1958,Network Protocols,Network Protocols simulation and optimization using iot & sensor networks approaches,D12,0.81,0.86,,D8;D3,QNimbus,4,model
1959,IoT Security,IoT Security simulation and optimization using iot & sensor networks approaches,D12,0.81,0.85,,D16;D3,QNimbus,4,analysis
1960,Smart Devices,Smart Devices simulation and optimization using iot & sensor networks approaches,D12,0.82,0.87,,D8;D16,QNimbus,4,optimization
1961,Sensor Fusion,Multi-sensor fusion for tracking applications using iot & sensor networks approaches,D12,0.88,0.71,,D16,QNimbus,4,design
1962,Edge Computing,Edge Computing simulation and optimization using iot & sensor networks approaches,D12,0.82,0.87,,D20,QNimbus,4,prediction
1963,Network Protocols,Network Protocols simulation and optimization using iot & sensor networks approaches,D12,0.73,0.8,,D20;D8,QNimbus,4,simulation
1964,IoT Security,IoT Security simulation and optimization using iot & sensor networks approaches,D12,0.87,0.83,,D16,QNimbus,4,model
1965,Smart Devices,Smart Devices simulation and optimization using iot & sensor networks approaches,D12,0.91,0.71,,D20;D3,QNimbus,4,analysis
1966,Sensor Fusion,Multi-sensor fusion for localization applications using iot & sensor networks approaches,D12,0.94,0.76,,D8;D20,QNimbus,4,optimization
1967,Edge Computing,Edge Computing simulation and optimization using iot & sensor networks approaches,D12,0.91,0.76,,D3,QNimbus,4,design
1968,Network Protocols,Network Protocols simulation and optimization using iot & sensor networks approaches,D12,0.76,0.79,,D16,QNimbus,4,prediction
1969,IoT Security,IoT Security simulation and optimization using iot & sensor networks approaches,D12,0.92,0.81,,D3,QNimbus,4,simulation
1970,Smart Devices,Smart Devices simulation and optimization using iot & sensor networks approaches,D12,0.8,0.9,,D3;D20,QNimbus,4,model
1971,Sensor Fusion,Multi-sensor fusion for recognition applications using iot & sensor networks approaches,D12,0.9,0.9,,D16;D20,QNimbus,4,analysis
1972,Edge Computing,Edge Computing simulation and optimization using iot & sensor networks approaches,D12,0.72,0.83,,D16;D3,QNimbus,4,optimization
1973,Network Protocols,Network Protocols simulation and optimization using iot & sensor networks approaches,D12,0.87,0.83,,D16;D3,QNimbus,4,design
1974,IoT Security,IoT Security simulation and optimization using iot & sensor networks approaches,D12,0.91,0.78,,D20;D8,QNimbus,4,prediction
1975,Smart Devices,Smart Devices simulation and optimization using iot & sensor networks approaches,D12,0.73,0.84,,D8;D16,QNimbus,4,simulation
1976,Sensor Fusion,Multi-sensor fusion for tracking applications using iot & sensor networks approaches,D12,0.76,0.93,,D3,QNimbus,4,model
1977,Edge Computing,Edge Computing simulation and optimization using iot & sensor networks approaches,D12,0.72,0.87,,D8;D20,QNimbus,4,analysis
1978,Network Protocols,Network Protocols simulation and optimization using iot & sensor networks approaches,D12,0.72,0.9,,D8;D3,QNimbus,4,optimization
1979,IoT Security,IoT Security simulation and optimization using iot & sensor networks approaches,D12,0.82,0.91,,D3,QNimbus,4,design
1980,Smart Devices,Smart Devices simulation and optimization using iot & sensor networks approaches,D12,0.76,0.85,,D20,QNimbus,4,prediction
1981,Sensor Fusion,Multi-sensor fusion for localization applications using iot & sensor networks approaches,D12,0.72,0.8,,D16;D20,QNimbus,4,simulation
1982,Edge Computing,Edge Computing simulation and optimization using iot & sensor networks approaches,D12,0.75,0.73,,D16,QNimbus,4,model
1983,Network Protocols,Network Protocols simulation and optimization using iot & sensor networks approaches,D12,0.78,0.69,,D20,QNimbus,4,analysis
1984,IoT Security,IoT Security simulation and optimization using iot & sensor networks approaches,D12,0.87,0.82,,D20;D8,QNimbus,4,optimization
1985,Smart Devices,Smart Devices simulation and optimization using iot & sensor networks approaches,D12,0.84,0.91,,D3;D16,QNimbus,4,design
1986,Sensor Fusion,Multi-sensor fusion for recognition applications using iot & sensor networks approaches,D12,0.9,0.68,,D16,QNimbus,4,prediction
1987,Edge Computing,Edge Computing simulation and optimization using iot & sensor networks approaches,D12,0.83,0.84,,D8,QNimbus,4,simulation
1988,Network Protocols,Network Protocols simulation and optimization using iot & sensor networks approaches,D12,0.81,0.8,,D16;D20,QNimbus,4,model
1989,IoT Security,IoT Security simulation and optimization using iot & sensor networks approaches,D12,0.91,0.91,,D16,QNimbus,4,analysis
1990,Smart Devices,Smart Devices simulation and optimization using iot & sensor networks approaches,D12,0.92,0.76,,D8,QNimbus,4,optimization
1991,Sensor Fusion,Multi-sensor fusion for tracking applications using iot & sensor networks approaches,D12,0.79,0.78,,D20,QNimbus,4,design
1992,Edge Computing,Edge Computing simulation and optimization using iot & sensor networks approaches,D12,0.91,0.76,,D16,QNimbus,4,prediction
1993,Network Protocols,Network Protocols simulation and optimization using iot & sensor networks approaches,D12,0.83,0.73,,D8,QNimbus,4,simulation
1994,IoT Security,IoT Security simulation and optimization using iot & sensor networks approaches,D12,0.94,0.91,,D16;D20,QNimbus,4,model
1995,Smart Devices,Smart Devices simulation and optimization using iot & sensor networks approaches,D12,0.84,0.79,,D20,QNimbus,4,analysis
1996,Sensor Fusion,Multi-sensor fusion for localization applications using iot & sensor networks approaches,D12,0.93,0.8,,D8;D20,QNimbus,4,optimization
1997,Edge Computing,Edge Computing simulation and optimization using iot & sensor networks approaches,D12,0.79,0.73,,D8,QNimbus,4,design
1998,Network Protocols,Network Protocols simulation and optimization using iot & sensor networks approaches,D12,0.79,0.83,,D8;D16,QNimbus,4,prediction
1999,IoT Security,IoT Security simulation and optimization using iot & sensor networks approaches,D12,0.78,0.7,,D3,QNimbus,4,simulation
2000,Smart Devices,Smart Devices simulation and optimization using iot & sensor networks approaches,D12,0.78,0.79,,D8;D20,QNimbus,4,model
