Trial,Enterprise_Value
10831,14801712.597347861
10832,14804124.671026837
10833,14805266.458825316
10834,14805973.837917041
10835,14807321.771099165
10836,14807841.134469777
10837,14807984.586893164
10838,14809825.497396
10839,14809920.344909737
10840,14811209.944106745
10841,14813865.089788038
10842,14815671.547151877
10843,14816124.740610667
10844,14818004.220165297
10845,14819732.88087223
10846,14820348.92677106
10847,14821514.88028676
10848,14825380.261510875
10849,14825431.619865995
10850,14828324.090862704
10851,14830709.850626113
10852,14830858.169498751
10853,14831062.925626004
10854,14833627.604396865
10855,14834871.092128363
10856,14835192.704106594
10857,14835889.081976008
10858,14836930.474133682
10859,14837113.05125303
10860,14838814.316467326
10861,14838899.495692164
10862,14839289.548749736
10863,14840040.151165908
10864,14840327.728180354
10865,14842032.031359104
10866,14842956.031798555
10867,14843836.616322115
10868,14845866.358412601
10869,14845890.723105531
10870,14846551.64699932
10871,14848884.892689236
10872,14850576.211554501
10873,14852657.13773673
10874,14854118.251853805
10875,14854931.466494868
10876,14856278.18998716
10877,14856486.047559768
10878,14859689.638377815
10879,14860282.023444256
10880,14863230.271778714
10881,14863916.303634644
10882,14864178.062603125
10883,14865675.0177609
10884,14866189.251143329
10885,14866488.411089223
10886,14866576.310077557
10887,14867515.855503634
10888,14867592.304252284
10889,14867951.625658426
10890,14868614.070390312
10891,14869476.402471539
10892,14872288.62826936
10893,14876251.36843932
10894,14876301.501088165
10895,14878567.916515155
10896,14878689.576048069
10897,14879481.161629492
10898,14879824.138595922
10899,14882071.37747027
10900,14884720.570892584
10901,14885186.945191681
10902,14885376.721057868
10903,14885952.194983702
10904,14886321.893244216
10905,14887227.163510703
10906,14887232.276170004
10907,14887498.496672075
10908,14889004.424797177
10909,14892304.560288023
10910,14895351.647897366
10911,14895590.96408605
10912,14897293.033372156
10913,14897496.110870589
10914,14901247.003197884
10915,14901266.54974556
10916,14903332.825050995
10917,14903333.736123485
10918,14904023.753411032
10919,14904526.400588315
10920,14913312.70302726
10921,14913686.500656515
10922,14914340.438162323
10923,14914924.246843962
10924,14915024.419785932
10925,14915251.827847866
10926,14915694.525847416
10927,14916838.523164682
10928,14918656.83300503
10929,14920750.63728219
10930,14922187.019425213
10931,14923339.350139795
10932,14923843.310178682
10933,14924933.148643397
10934,14925211.830279391
10935,14925677.839777127
10936,14927075.980122225
10937,14927130.836820735
10938,14927624.093486868
10939,14931362.897618623
10940,14931402.840933764
10941,14931713.389762755
10942,14932619.90158243
10943,14932834.460064031
10944,14933529.781437943
10945,14933971.433326606
10946,14936518.755693631
10947,14938814.024503633
10948,14939350.249283236
10949,14939394.63044769
10950,14940140.863320058
10951,14940908.979649637
10952,14941871.732843434
10953,14942183.673922934
10954,14942242.963309523
10955,14942257.46376155
10956,14943083.19766022
10957,14944690.317100335
10958,14944724.065332176
10959,14945247.9372194
10960,14946635.638769938
10961,14946705.528059483
10962,14946913.38087195
10963,14947375.79640361
10964,14947740.061678434
10965,14947997.364657732
10966,14948590.056760767
10967,14949418.516728498
10968,14951274.337447362
10969,14952880.354501465
10970,14954954.447021907
10971,14957024.669094153
10972,14957273.719599715
10973,14957764.58559301
10974,14958850.978498425
10975,14959496.186206454
10976,14960810.328975338
10977,14961111.69520127
10978,14961814.257283783
10979,14963208.046404405
10980,14963455.301879888
10981,14966180.670473564
10982,14966894.394380484
10983,14968491.872365467
10984,14970189.082405437
10985,14971262.0123624
10986,14971994.698895283
10987,14972607.83000486
10988,14973231.77221643
10989,14973387.024119228
10990,14974495.822927373
10991,14975074.894414335
10992,14975562.699723447
10993,14976341.969873928
10994,14976745.724248102
10995,14978533.767292265
10996,14981167.470881645
10997,14981548.558198228
10998,14983506.423762314
10999,14984468.653276268
11000,14984534.385280443
11001,14985749.933342718
11002,14987269.1005724
11003,14988464.545907661
11004,14989520.905290917
11005,14989810.442664504
11006,14989942.821578065
11007,14990716.217125462
11008,14991316.44844503
11009,14992267.402700268
11010,14996332.800601762
11011,14997261.279643321
11012,14997273.215270035
11013,15000122.318689566
11014,15001056.465903249
11015,15001560.714946903
11016,15003132.531297836
11017,15003535.515005017
11018,15004224.793470766
11019,15004301.357769767
11020,15005598.761255294
11021,15007670.772040524
11022,15007974.23528212
11023,15008581.068018587
11024,15008680.305395996
11025,15008967.81078926
11026,15010854.026181698
11027,15011838.5859611
11028,15014059.866845127
11029,15014445.950482205
11030,15014480.690151423
11031,15016005.878966887
11032,15016684.034564296
11033,15018925.97094187
11034,15019516.207427364
11035,15020917.991244989
11036,15024470.791833675
11037,15024853.191590868
11038,15025713.794039976
11039,15026069.321067747
11040,15028292.47019285
11041,15028308.046991283
11042,15029659.635168862
11043,15029745.424019996
11044,15033131.880442817
11045,15033266.932172917
11046,15033395.753702782
11047,15034337.81368467
11048,15039767.569128599
11049,15042797.51130461
11050,15043156.742957879
11051,15044381.716808034
11052,15045976.333314303
11053,15046857.470968653
11054,15047279.353447028
11055,15048469.191398911
11056,15051427.412984818
11057,15052261.348010972
11058,15053187.57489885
11059,15055121.265657704
11060,15056061.010247719
11061,15057268.03097768
11062,15059750.197133102
11063,15060034.720366446
11064,15060796.927378861
11065,15062139.788335439
11066,15062220.104225129
11067,15063133.27388838
11068,15064094.49939761
11069,15064320.781083109
11070,15066255.731776785
11071,15067937.73219104
11072,15070731.311048938
11073,15071180.454654507
11074,15073246.464809531
11075,15075347.407467753
11076,15078459.797080044
11077,15078765.715330932
11078,15080845.619935626
11079,15081031.161235414
11080,15083466.08775602
11081,15083927.191213239
11082,15086865.985365635
11083,15089483.006743839
11084,15089675.43346383
11085,15090941.187253032
11086,15091010.63124648
11087,15091885.320723055
11088,15093043.301142469
11089,15093408.750876188
11090,15094121.219942683
11091,15095948.413170304
11092,15096812.558250088
11093,15097321.483107798
11094,15098743.027904138
11095,15099261.97392898
11096,15099672.351519948
11097,15100246.440773128
11098,15103057.445932223
11099,15103916.138423506
11100,15104875.849250844
11101,15105287.858521855
11102,15107385.492280815
11103,15107550.902265217
11104,15108402.713594746
11105,15108753.228998085
11106,15108785.17890593
11107,15110919.416567283
11108,15111233.675630514
11109,15111770.698770989
11110,15113554.572844239
11111,15114461.113541927
11112,15115524.65232087
11113,15115634.79385462
11114,15116514.655270968
11115,15117061.075576147
11116,15117501.034033535
11117,15118064.261454977
11118,15119723.273789901
11119,15121339.97694218
11120,15123185.95078953
11121,15124420.054097854
11122,15127418.859452102
11123,15127530.898962434
11124,15128102.017746707
11125,15128844.21762206
11126,15129488.83706247
11127,15133591.041047722
11128,15135274.733951926
11129,15139008.575107697
11130,15139624.276348742
11131,15142195.365479084
11132,15142449.421045074
11133,15142503.663212078
11134,15143342.744215045
11135,15144224.835208151
11136,15144806.84603063
11137,15144953.47676216
11138,15148526.767059322
11139,15149701.536903244
11140,15151759.559040133
11141,15152022.116142577
11142,15152966.779031826
11143,15153025.715167992
11144,15153391.013074204
11145,15154739.900486436
11146,15156060.336560624
11147,15157972.14257286
11148,15159003.50354676
11149,15160000.026946064
11150,15161597.73031793
11151,15161674.280067123
11152,15161854.402455416
11153,15163552.136425335
11154,15164269.80168238
11155,15166824.978168458
11156,15169260.225782534
11157,15171318.930140786
11158,15171417.628689649
11159,15171431.118636532
11160,15171520.283932481
11161,15172879.963809963
11162,15175017.197436472
11163,15178176.426917672
11164,15178876.663566217
11165,15178957.436117085
11166,15179179.924472608
11167,15180463.29061842
11168,15180791.810249552
11169,15180947.725890929
11170,15181930.459976237
11171,15182437.372298766
11172,15183439.041819062
11173,15183820.019753635
11174,15186534.606909866
11175,15191936.888515892
11176,15192259.460089095
11177,15192757.652863363
11178,15195871.998575373
11179,15196161.38617643
11180,15196643.82617756
11181,15197375.481060442
11182,15198760.923946701
11183,15199249.058814693
11184,15200254.002308313
11185,15200570.703401554
11186,15205577.443042107
11187,15207473.569042431
11188,15208737.663282638
11189,15210291.667865183
11190,15211938.259386025
11191,15213049.50485182
11192,15213857.467665482
11193,15215215.573529024
11194,15215529.889921805
11195,15218740.714525215
11196,15221138.060381852
11197,15221252.254658379
11198,15221481.498731714
11199,15221823.44457494
11200,15223085.764786841
11201,15223772.430039838
11202,15223780.68861613
11203,15224319.524608877
11204,15224709.004751844
11205,15226363.400947995
11206,15227008.441796508
11207,15228984.190754008
11208,15229891.179270104
11209,15230822.13387085
11210,15232433.926477624
11211,15232801.37732622
11212,15232803.563868161
11213,15233760.620686091
11214,15233954.667393874
11215,15234118.408238688
11216,15234800.067819057
11217,15238041.898149595
11218,15238684.600446973
11219,15239199.156997444
11220,15240150.807031885
11221,15240416.163609963
11222,15241063.86954451
11223,15246821.902396496
11224,15247702.211391501
11225,15248853.51036511
11226,15250150.271406904
11227,15252269.612317123
11228,15253462.459982047
11229,15255384.3561997
11230,15256040.821711995
11231,15257664.30364495
11232,15259742.588419877
11233,15260092.043639187
11234,15261591.46328014
11235,15262379.993215932
11236,15262552.330797113
11237,15266882.430667326
11238,15267156.534286216
11239,15268867.02793042
11240,15269158.122466367
11241,15270218.225541707
11242,15271386.973544512
11243,15271810.17656005
11244,15272708.510007039
11245,15272827.642344039
11246,15276247.471351527
11247,15278266.73460203
11248,15278799.158177253
11249,15281854.84680622
11250,15282456.774439033
11251,15284421.678823918
11252,15285388.6494957
11253,15286086.590028837
11254,15287183.822030768
11255,15287363.734445486
11256,15288880.69196707
11257,15290127.26255177
11258,15290960.450161992
11259,15291613.40544578
11260,15293228.374370115
11261,15294723.208188154
11262,15294800.549514748
11263,15295058.482513344
11264,15295471.63427879
11265,15296044.491730917
11266,15296154.77288739
11267,15296450.018495327
11268,15296629.852447983
11269,15297392.805211378
11270,15299066.762610182
11271,15299482.787003648
11272,15300881.304799963
11273,15302597.77927412
11274,15303726.52088295
11275,15306852.839740107
11276,15307060.871500008
11277,15307585.132218448
11278,15307957.38297731
11279,15309352.1523092
11280,15309649.101110538
11281,15309843.482113946
11282,15310301.758558672
11283,15311678.428088259
11284,15312292.042451221
11285,15316199.459122863
11286,15316329.459266946
11287,15317735.535776043
11288,15318605.712986004
11289,15319004.555798698
11290,15319454.265952114
11291,15321694.441721883
11292,15322434.970194705
11293,15322441.358055202
11294,15323441.171027904
11295,15323882.800077667
11296,15326240.638185915
11297,15329771.029378047
11298,15332027.33895877
11299,15333215.148378279
11300,15333907.0829204
11301,15334792.806639738
11302,15335451.640068717
11303,15335538.148184247
11304,15336329.872389022
11305,15336498.460179094
11306,15339982.717828475
11307,15340465.565453876
11308,15340819.9063767
11309,15343436.026326649
11310,15343940.24630267
11311,15345056.411780566
11312,15345513.269899242
11313,15346037.785926815
11314,15346283.775947258
11315,15349359.895867378
11316,15350492.275091723
11317,15351075.312471066
11318,15351171.074332936
11319,15351488.333710488
11320,15352022.895881955
11321,15354957.454874001
11322,15355131.740721505
11323,15356615.853654489
11324,15361830.62554897
11325,15362371.338449355
11326,15362466.554972142
11327,15362875.593581121
11328,15365669.446282782
11329,15366867.979452483
11330,15368799.79335637
11331,15368951.961483164
11332,15369256.365682714
11333,15369573.145117763
11334,15370041.2476581
11335,15370117.114770338
11336,15370237.17136279
11337,15370877.526053146
11338,15372505.284851708
11339,15372989.973821186
11340,15374767.867227446
11341,15374948.334572246
11342,15376709.071790729
11343,15376764.038269185
11344,15376960.299443556
11345,15377537.432571737
11346,15380229.912714966
11347,15382083.200559994
11348,15382748.580903392
11349,15383282.343056154
11350,15383940.534417702
11351,15383946.418348372
11352,15384345.816940915
11353,15387187.593070948
11354,15388857.60046124
11355,15391126.073354065
11356,15391680.607716793
11357,15395816.874825003
11358,15396237.33261973
11359,15397337.175200876
11360,15397946.36116732
11361,15398154.286540153
11362,15398903.543325368
11363,15400282.63867313
11364,15404385.016336659
11365,15404552.574558778
11366,15405547.316015825
11367,15405799.593090007
11368,15406009.148253065
11369,15406079.396588773
11370,15408090.344284479
11371,15409244.470999219
11372,15409954.953530146
11373,15410007.768570397
11374,15410053.86744689
11375,15410657.287263175
11376,15413622.42755361
11377,15413622.724662276
11378,15415858.259809121
11379,15416735.184283081
11380,15418051.829221945
11381,15422627.539292302
11382,15423267.898519047
11383,15423882.407542486
11384,15423886.023751445
11385,15427554.40255139
11386,15428090.213249177
11387,15430658.837374598
11388,15432623.389194105
11389,15433598.742127609
11390,15433740.36104439
11391,15435263.708620293
11392,15435538.384204201
11393,15438474.191660382
11394,15438957.743139816
11395,15440153.11795634
11396,15440153.226379976
11397,15442825.912279077
11398,15443534.425520219
11399,15445251.724445494
11400,15445513.080437787
11401,15446567.540975116
11402,15447695.691321105
11403,15448233.712650357
11404,15448899.69754418
11405,15450543.617054729
11406,15451854.056240227
11407,15453848.841306731
11408,15454711.97879327
11409,15454916.891366411
11410,15457722.85368251
11411,15459967.237871587
11412,15462651.073713878
11413,15463558.3956834
11414,15464159.758913107
11415,15466589.515768645
11416,15467272.876980748
11417,15469645.14582341
11418,15472654.950960256
11419,15473148.94481245
11420,15473364.826555688
11421,15473657.38586173
11422,15474573.078507751
11423,15475444.488575038
11424,15478360.731065955
11425,15478730.468084425
11426,15481390.398662314
11427,15483683.992259786
11428,15483894.934739556
11429,15483896.207751948
11430,15484762.59873236
11431,15487024.480041984
11432,15488421.93227647
11433,15490058.790160563
11434,15490390.308381353
11435,15492211.128684353
11436,15493300.090872895
11437,15494679.621752895
11438,15495221.770615757
11439,15495896.618815888
11440,15496794.400252188
11441,15496974.240824798
11442,15497408.874569226
11443,15497612.79784473
11444,15499070.606535904
11445,15499764.269020341
11446,15500640.284646455
11447,15501147.338871147
11448,15502850.353619937
11449,15507711.861335196
11450,15507827.400298357
11451,15508265.369678933
11452,15511735.226892903
11453,15514491.93766602
11454,15517897.536919653
11455,15519227.581028216
11456,15522106.785149345
11457,15522378.240325842
11458,15522416.462991105
11459,15525614.92584332
11460,15525776.51041106
11461,15525965.742426705
11462,15526239.987217031
11463,15527572.627510268
11464,15532303.452469865
11465,15533326.37810306
11466,15534113.032504272
11467,15535216.27603177
11468,15535303.471111806
11469,15537015.761832453
11470,15539312.185070481
11471,15540561.234914394
11472,15541055.165421953
11473,15542477.131046422
11474,15542714.806954414
11475,15543305.355335902
11476,15543394.160596494
11477,15543524.222504346
11478,15543593.283478035
11479,15543789.877483245
11480,15545686.7273016
11481,15545808.226613982
11482,15546795.035094004
11483,15546904.718449011
11484,15547500.453301419
11485,15547874.873360837
11486,15549988.783437634
11487,15551041.44740374
11488,15551313.097874405
11489,15551382.51955653
11490,15555577.01027134
11491,15555580.320397643
11492,15555938.475050427
11493,15560336.950806811
11494,15560810.494780704
11495,15561660.304916203
11496,15563304.368892597
11497,15564621.86213887
11498,15565717.740004744
11499,15566476.047360033
11500,15570205.458461776
11501,15571376.185552651
11502,15573799.556027906
11503,15575882.691236354
11504,15577074.324726447
11505,15579184.778728448
11506,15579887.154503495
11507,15580102.47121346
11508,15580278.02665676
11509,15580701.724245388
11510,15582987.601550626
11511,15583777.457026966
11512,15584644.51424861
11513,15588507.318959843
11514,15595513.690681396
11515,15596877.297643838
11516,15598954.632687857
11517,15599362.796783991
11518,15600183.760369588
11519,15600273.061706983
11520,15601118.073756559
11521,15602273.523172915
11522,15602334.724799907
11523,15605088.0712481
11524,15605894.498294596
11525,15606023.770624818
11526,15608001.984273985
11527,15608661.682291549
11528,15610448.11757456
11529,15611712.389550824
11530,15613014.2765299
11531,15614651.483891914
11532,15615648.827331316
11533,15616780.567601752
11534,15616920.996579861
11535,15617289.811648052
11536,15618086.05204061
11537,15618238.32272425
11538,15619597.674514957
11539,15619761.99922242
11540,15619896.15714431
11541,15620825.75550346
11542,15622653.564149857
11543,15624330.19132193
11544,15627357.546667378
11545,15631637.784142978
11546,15634725.24836877
11547,15638611.806684408
11548,15638975.54560851
11549,15640479.66170862
11550,15641707.40200175
11551,15642743.23079778
11552,15642874.497989062
11553,15643194.309915014
11554,15645999.669468775
11555,15646960.83204884
11556,15647025.239134282
11557,15647565.970154919
11558,15647604.367124688
11559,15648270.47989701
11560,15650079.245545825
11561,15651173.17753381
11562,15654528.218277756
11563,15656436.553336482
11564,15656463.160749875
11565,15656704.520167222
11566,15660810.22037437
11567,15661040.011309063
11568,15662729.992872188
11569,15662756.646797571
11570,15664521.05908019
11571,15665980.817400148
11572,15666110.2384664
11573,15666543.609692305
11574,15667553.595860489
11575,15667845.796768235
11576,15668435.429915514
11577,15669448.881007992
11578,15670006.194248777
11579,15672324.504393071
11580,15672954.014252331
11581,15673008.90914156
11582,15673168.997545449
11583,15673575.17524888
11584,15675409.188107125
11585,15678355.606969532
11586,15679672.747925242
11587,15681515.13920812
11588,15681540.38117478
11589,15682101.018314064
11590,15682497.190616902
11591,15684166.52965528
11592,15686327.534875602
11593,15687447.550447347
11594,15688026.320688352
11595,15689204.693563312
11596,15689237.79563905
11597,15689834.987425737
11598,15690349.91415194
11599,15690769.319172518
11600,15692838.048875973
11601,15692862.136715189
11602,15697283.906831447
11603,15701083.4931649
11604,15701597.359767053
11605,15702831.283127233
11606,15704459.714977268
11607,15706596.318643492
11608,15707990.634392815
11609,15711473.450356219
11610,15711902.822885867
11611,15712151.269944713
11612,15713250.843314208
11613,15713476.42555785
11614,15715594.769530047
11615,15716309.310028309
11616,15723982.755544197
11617,15724857.328350838
11618,15728927.709243998
11619,15729286.3003339
11620,15729378.090926288
11621,15731699.893816793
11622,15732442.485067282
11623,15732487.679340553
11624,15733409.833051069
11625,15733411.534169536
11626,15733890.427334545
11627,15734370.991404096
11628,15735298.430728037
11629,15735747.097437073
11630,15738461.41907334
11631,15738876.644917514
11632,15739672.957805488
11633,15740264.659082502
11634,15740772.305357104
11635,15742084.854823574
11636,15742239.119408263
11637,15742816.736332841
11638,15743762.990689225
11639,15744006.097593311
11640,15744353.162228469
11641,15746517.169203993
11642,15746950.453594226
11643,15746999.759151123
11644,15747164.486831909
11645,15747174.543176567
11646,15748214.684158754
11647,15748619.055486534
11648,15748695.932917668
11649,15748923.699400837
11650,15749262.895863563
11651,15749333.150485307
11652,15750432.436198179
11653,15750671.380337348
11654,15756188.954897432
11655,15758825.814440925
11656,15758995.098046694
11657,15759993.806690805
11658,15761121.37832968
11659,15762263.335320927
11660,15764036.70427366
11661,15766485.626863703
11662,15766940.627686415
11663,15766941.343054967
11664,15767412.614792055
11665,15768260.049601974
11666,15769555.494301997
11667,15770307.715129161
11668,15771076.375855701
11669,15771434.270245623
11670,15771565.466306418
11671,15772777.991347428
11672,15773430.2796643
11673,15774157.259526573
11674,15775434.158289948
11675,15778398.364497874
11676,15778650.94852176
11677,15779357.713915817
11678,15779702.698150028
11679,15779870.887531374
11680,15783210.936227493
11681,15784164.660863124
11682,15785348.605370224
11683,15785842.760825194
11684,15789920.999234125
11685,15791551.834655728
11686,15792736.336138025
11687,15792761.912622651
11688,15793658.233161028
11689,15795838.399165168
11690,15796554.872069856
11691,15796575.342892434
11692,15798638.439165419
11693,15799844.23981034
11694,15801481.83360331
11695,15802063.139988001
11696,15802927.997061647
11697,15803703.680830054
11698,15805003.098164828
11699,15805728.235768924
11700,15807588.74851066
11701,15811014.515291879
11702,15811129.808233421
11703,15811327.224984087
11704,15811916.822052274
11705,15812812.643740091
11706,15812934.168928307
11707,15814433.510447357
11708,15815205.62679419
11709,15818029.492916267
11710,15820092.69823849
11711,15820430.233257817
11712,15823434.660208115
11713,15823492.44435975
11714,15825940.361349126
11715,15826857.883010881
11716,15827080.056604614
11717,15827903.132006738
11718,15828156.41088786
11719,15828401.837664422
11720,15829453.242807183
11721,15830612.049899194
11722,15830698.344622599
11723,15830962.507334353
11724,15831465.148208234
11725,15831843.060320422
11726,15833701.593290668
11727,15833941.069182027
11728,15836115.072837356
11729,15837520.860655054
11730,15842213.715131555
11731,15843143.541372009
11732,15843416.960445799
11733,15843837.149555841
11734,15844267.455650019
11735,15844735.490462605
11736,15845324.270823773
11737,15845355.36116734
11738,15847433.553579552
11739,15847438.986562341
11740,15848276.24022489
11741,15849071.306820657
11742,15849428.040712029
11743,15849752.79837137
11744,15852298.875995845
11745,15853666.034428235
11746,15854965.5613969
11747,15857716.969539056
11748,15858605.584832272
11749,15858753.028108513
11750,15859063.04607318
11751,15859205.195888666
11752,15863649.369001616
11753,15865116.12478146
11754,15867392.734625824
11755,15867969.807238914
11756,15868406.990550488
11757,15868690.461589467
11758,15870864.181954548
11759,15872675.76095103
11760,15874900.715810683
11761,15878897.706339527
11762,15879302.321109893
11763,15879548.364040442
11764,15879936.868421674
11765,15880443.102792326
11766,15881587.04307666
11767,15884352.741290163
11768,15884793.305618132
11769,15886213.661635023
11770,15886448.27700293
11771,15894492.120074855
11772,15896472.41419418
11773,15896772.289716175
11774,15901422.590478845
11775,15901695.28205556
11776,15902122.194396969
11777,15902824.227620881
11778,15903721.485037912
11779,15905108.099362466
11780,15907425.865278482
11781,15907816.351013824
11782,15908762.564752162
11783,15910573.235763146
11784,15911872.991248406
11785,15912102.910825837
11786,15912321.758842126
11787,15912413.388335023
11788,15914075.962154811
11789,15915491.32536292
11790,15916483.878220763
11791,15916957.594491422
11792,15917911.342477357
11793,15919051.22423695
11794,15919587.118623242
11795,15921225.797692843
11796,15922591.110404233
11797,15922876.820253607
11798,15923624.787658853
11799,15924651.245359145
11800,15924923.82894817
11801,15925086.184319207
11802,15925467.617927738
11803,15927274.057246093
11804,15927509.520827979
11805,15929064.044889424
11806,15930230.353684159
11807,15931346.712148968
11808,15934538.23840104
11809,15937272.64622828
11810,15939203.446820982
11811,15939534.956053715
11812,15942297.834891155
11813,15943655.94795637
11814,15944268.043147268
11815,15946519.736031795
11816,15947683.515287375
11817,15947719.914086506
11818,15947932.373943835
11819,15950144.707007032
11820,15953559.206552383
11821,15954007.293385252
11822,15954508.160058558
11823,15954999.08652379
11824,15955260.001458202
11825,15956236.276602281
11826,15961964.741926033
11827,15962691.549526319
11828,15962719.61641062
11829,15965909.017654408
11830,15966640.023696871
11831,15968712.7259898
11832,15970057.951434102
11833,15974049.021135047
11834,15975019.933186933
11835,15975060.016852962
11836,15975970.465769295
11837,15977213.809699154
11838,15977809.293084744
11839,15978009.640472746
11840,15978669.841001
11841,15980155.94504083
11842,15980604.032473214
11843,15983092.568314977
11844,15983601.106632322
11845,15988613.688973218
11846,15989728.714674175
11847,15991593.779548936
11848,15994002.461647786
11849,15995538.905136056
11850,15997638.005336149
11851,15997747.002669584
11852,15998318.360263065
11853,16000387.909719435
11854,16004400.123000894
11855,16005166.642762303
11856,16006787.761911385
11857,16006933.038453992
11858,16009630.800678633
11859,16010255.58870987
11860,16010809.62689019
11861,16010967.41014986
11862,16010995.659924503
11863,16013249.281134212
11864,16013503.344590051
11865,16013766.04168228
11866,16015551.023716638
11867,16017807.073468965
11868,16018785.790675728
11869,16019259.67448765
11870,16019658.916907046
11871,16020779.88274286
11872,16025205.554278806
11873,16026141.721476637
11874,16026192.632970808
11875,16027541.087212265
11876,16029383.143118214
11877,16029515.317163676
11878,16030439.031693244
11879,16033344.541700678
11880,16034067.62574365
11881,16035430.805921495
11882,16037330.233859545
11883,16037417.926268216
11884,16037902.164054465
11885,16038957.34806557
11886,16039122.997687355
11887,16040114.958842319
11888,16042073.988424394
11889,16049024.270842982
11890,16049421.914760087
11891,16051551.679026516
11892,16056990.963543482
11893,16057318.11794005
11894,16058916.844712812
11895,16059918.28626341
11896,16061402.725700833
11897,16064125.531491283
11898,16068205.531215934
11899,16068372.604813943
11900,16068539.331271555
11901,16069397.816384729
11902,16069488.97726389
11903,16070404.610617764
11904,16070530.716344107
11905,16071231.18067131
11906,16074217.66937889
11907,16074531.23983225
11908,16075325.351110935
11909,16077950.209202778
11910,16079224.059141153
11911,16080782.045417557
11912,16081697.034974322
11913,16082533.03023833
11914,16082618.645507108
11915,16083251.781102072
11916,16085578.110014671
11917,16085889.096978417
11918,16086242.663443414
11919,16086708.665560026
11920,16087373.001031704
11921,16089027.219942737
11922,16090803.069186324
11923,16092004.65194334
11924,16092637.149323909
11925,16092713.357842091
11926,16092975.791881708
11927,16093614.164233716
11928,16094701.835519003
11929,16094767.896309001
11930,16095878.459218075
11931,16095913.664172543
11932,16096865.414963638
11933,16099309.647724215
11934,16101844.325010136
11935,16102479.9456656
11936,16102680.691957084
11937,16104214.695135921
11938,16105714.756805869
11939,16106655.39559953
11940,16107753.484555865
11941,16108677.325488184
11942,16108963.157702453
11943,16109488.642411634
11944,16110961.425267428
11945,16111089.509889087
11946,16111719.401761299
11947,16114307.70079054
11948,16114913.78754019
11949,16117225.073719934
11950,16117463.406790953
11951,16119021.264215052
11952,16119046.063025236
11953,16119604.329916537
11954,16120844.471212791
11955,16121797.938157886
11956,16122328.108821776
11957,16122533.143541267
11958,16123038.103893321
11959,16125181.240276378
11960,16126165.020321798
11961,16128890.429976419
11962,16129750.037170418
11963,16130406.213007769
11964,16130593.127601456
11965,16131002.19814609
11966,16131338.204294786
11967,16131476.131506631
11968,16132781.891238704
11969,16133197.904010922
11970,16133633.874949157
11971,16133797.69509724
11972,16133886.37910048
11973,16134673.703200433
11974,16136470.14866956
11975,16137476.524452407
11976,16137699.411876032
11977,16138056.141010925
11978,16139749.717019076
11979,16139824.444778308
11980,16140900.452267265
11981,16141124.040831786
11982,16141982.201899376
11983,16144615.38948084
11984,16145063.910588209
11985,16145483.983916333
11986,16146585.497575425
11987,16147432.534493554
11988,16149323.890675567
11989,16155051.56489447
11990,16155218.662803147
11991,16156316.135244124
11992,16156892.684722096
11993,16158022.434739336
11994,16161164.399606816
11995,16163260.018568674
11996,16164310.83285157
11997,16165935.19243028
11998,16166656.504550273
11999,16167983.939454645
12000,16168249.254144853
12001,16168281.264248196
12002,16168750.050613971
12003,16169851.069528963
12004,16171066.511600783
12005,16171308.04068312
12006,16173552.218580896
12007,16175409.037459277
12008,16176473.050507527
12009,16176837.139864188
12010,16180536.43580954
12011,16181569.626929216
12012,16182575.730236467
12013,16184130.109779837
12014,16185261.110458037
12015,16187502.992363717
12016,16188753.176731586
12017,16189779.551579194
12018,16191287.344636533
12019,16195748.303824566
12020,16197466.538622802
12021,16198803.558657298
12022,16200775.577675084
12023,16201048.694400452
12024,16202777.168025611
12025,16202869.911832094
12026,16207613.10009531
12027,16208292.584643232
12028,16208852.366566118
12029,16209943.024122937
12030,16210304.260999564
12031,16212773.718019407
12032,16212820.734240009
12033,16213412.154873122
12034,16213891.025264144
12035,16214404.240812894
12036,16215109.412377177
12037,16215562.319114756
12038,16219703.37731891
12039,16220622.884099407
12040,16225661.859402439
12041,16226164.08514696
12042,16226235.578646375
12043,16231560.488328036
12044,16233169.386171043
12045,16233915.63425171
12046,16234060.358219046
12047,16238550.099658348
12048,16240409.732869873
12049,16242059.498621713
12050,16242074.437001579
12051,16242242.482774083
12052,16242350.022747345
12053,16242406.965075206
12054,16243624.322750509
12055,16246375.895925792
12056,16247164.532274157
12057,16247446.458670333
12058,16248375.34956819
12059,16248683.260095216
12060,16250138.586862493
12061,16251135.663445555
12062,16252886.210295187
12063,16253215.417110767
12064,16255264.423453595
12065,16256402.778022926
12066,16256973.602952227
12067,16257874.280972384
12068,16259101.570645904
12069,16259284.040085144
12070,16260661.459248655
12071,16260900.108781427
12072,16261503.121214347
12073,16261779.440808253
12074,16263673.938618988
12075,16265064.999971565
12076,16266458.887641072
12077,16267609.147896707
12078,16267802.026782827
12079,16268045.424660088
12080,16268071.17846949
12081,16268348.157590603
12082,16269320.523407303
12083,16271438.974589935
12084,16272377.911929492
12085,16273071.184494156
12086,16273789.690492071
12087,16274874.748362761
12088,16274923.318910122
12089,16275444.14827713
12090,16275492.63285023
12091,16275498.146294028
12092,16275636.587030694
12093,16276735.423757343
12094,16278038.888779141
12095,16278099.947342388
12096,16279296.050779294
12097,16280927.281799134
12098,16281537.80367713
12099,16281983.473043775
12100,16284565.962601865
12101,16284857.814852199
